qt_civilian_card,qt_military_cards,qt_commercial_cards,qt_raw_materials,qt_manufactured_good,qt_scientific_cards,qt_guild_cards,wonder_id,wonder_stage,qt_clay,qt_coins,qt_compass,qt_gear,qt_glass,qt_loom,qt_ore,qt_papyrus,qt_shields,qt_stone,qt_tablet,qt_wood,civilian_points,commercial_points,guild_points,military_points,scientific_points,total_points,wonder_points,winner,total_reward
3,4,4,3,1,0,0,5,3,0,31,0,0,2,0,1,0,8,0,0,1,21,14,0,18,0,63,10,True,138
3,2,3,3,2,0,1,7,3,0,29,0,0,1,1,2,0,2,3,0,1,21,12,6,12,0,64,13,True,143
3,3,2,4,1,2,1,3,1,0,45,0,0,0,1,3,0,5,2,0,3,19,15,6,11,4,58,3,True,133
3,2,3,3,2,0,2,6,3,0,18,0,0,1,2,3,0,3,0,0,0,21,6,14,12,0,63,10,True,140
4,3,5,2,2,0,0,10,2,0,36,0,0,1,0,1,1,7,1,0,2,27,14,0,18,0,66,7,True,142
1,3,5,4,1,0,0,6,3,0,44,0,0,0,2,3,0,5,0,0,2,6,26,0,18,0,60,10,True,122
2,0,4,3,2,3,1,11,3,0,45,0,0,1,0,2,2,0,2,0,0,12,18,5,-4,10,51,10,True,115
2,2,5,3,2,0,0,1,3,1,42,0,0,1,1,3,0,4,0,0,2,14,20,0,5,1,50,10,True,116
3,1,6,2,3,1,0,10,1,0,36,0,0,1,1,1,1,2,3,0,0,21,21,0,9,1,55,3,True,113
0,2,6,4,1,1,1,9,2,0,39,0,0,1,0,2,0,4,2,0,3,0,21,7,14,1,48,5,True,107
3,2,3,3,2,0,0,8,3,1,14,0,0,1,0,2,1,2,0,0,3,18,10,0,4,1,36,3,False,103
3,2,4,2,3,0,1,0,3,0,35,0,0,1,1,0,1,3,1,0,1,18,16,5,11,0,65,15,True,137
3,2,3,3,2,3,1,8,0,1,27,0,0,1,0,0,1,4,2,0,3,17,9,4,0,5,35,0,True,99
1,2,4,5,1,1,1,1,3,1,38,0,0,1,0,3,0,4,1,0,3,6,20,2,14,4,56,10,True,124
4,1,3,3,2,1,1,8,2,1,32,0,0,1,1,2,0,1,0,0,1,27,12,4,-2,1,45,3,True,114
1,3,3,5,1,1,0,7,2,0,38,0,0,1,0,3,0,6,2,0,3,6,14,0,18,1,47,8,True,104
1,3,5,3,1,2,0,9,2,0,19,0,0,1,0,2,0,7,1,0,1,6,11,0,13,4,39,5,True,93
3,1,5,2,2,2,0,12,3,0,28,0,0,2,0,2,1,1,0,0,0,18,12,0,8,2,47,7,True,110
2,3,3,2,1,1,0,3,3,0,30,0,0,1,0,1,0,7,1,0,2,11,13,0,18,1,53,10,True,117
3,1,3,4,2,1,1,5,3,0,30,0,0,2,1,1,0,1,3,0,2,21,13,7,-1,1,51,10,True,127
2,1,5,3,2,0,2,10,2,1,39,0,0,1,0,3,1,3,2,0,0,15,21,9,17,0,69,7,True,135
3,2,4,3,1,0,2,5,3,0,31,0,0,2,0,0,0,4,2,0,3,19,10,11,9,0,59,10,True,135
1,2,3,5,2,0,1,8,0,2,48,0,0,1,0,3,1,4,2,0,2,6,16,8,14,0,44,0,True,101
1,2,4,5,2,0,1,5,3,0,37,0,0,2,1,3,0,4,2,0,3,6,21,8,9,0,54,10,True,126
1,2,3,4,2,0,2,9,3,0,42,0,0,1,1,1,0,3,2,0,3,5,18,7,9,0,44,5,True,111
3,4,4,1,2,0,0,8,3,1,36,0,0,1,1,0,0,9,0,0,1,21,13,0,17,1,55,3,True,126
4,1,2,4,3,1,0,13,3,0,24,0,0,1,2,3,1,2,2,0,0,27,12,0,9,1,52,3,True,130
4,2,2,4,2,1,1,9,3,0,14,0,0,1,0,2,1,2,2,0,4,26,8,9,18,1,67,5,True,141
2,2,5,3,2,0,1,12,3,0,34,0,0,2,0,2,1,6,0,0,2,13,14,6,6,0,46,7,True,123
3,0,5,2,2,2,0,10,2,0,46,0,0,1,0,4,1,2,0,0,0,21,22,0,8,2,60,7,True,119
2,3,2,3,1,1,1,8,3,1,7,0,0,1,0,3,0,4,0,0,2,13,5,5,12,4,42,3,True,108
4,3,4,1,1,1,1,11,3,0,22,0,0,1,0,2,1,6,0,0,0,27,7,4,18,1,67,10,True,141
1,1,5,4,1,1,1,0,3,0,41,0,0,1,0,2,0,3,4,0,0,6,20,6,0,1,48,15,True,110
2,2,5,1,3,1,1,12,3,0,14,0,0,2,1,1,1,4,0,0,0,15,9,0,18,1,50,7,True,115
2,2,4,4,1,1,1,6,3,0,45,0,0,1,1,3,0,4,3,0,0,14,19,8,8,1,60,10,True,125
3,2,2,5,2,0,2,10,2,0,34,0,0,0,1,2,1,7,2,0,3,19,11,3,16,0,56,7,True,128
2,2,1,4,2,1,2,9,3,0,8,0,0,1,0,2,1,5,2,0,4,14,2,8,13,4,46,5,True,118
4,2,3,2,2,0,1,6,3,1,8,0,0,1,1,2,1,4,0,0,0,26,2,5,18,0,61,10,True,130
2,2,3,2,2,2,1,2,3,0,29,0,0,1,1,0,0,4,0,0,3,14,12,6,14,2,58,10,True,128
3,2,3,1,3,2,1,12,3,0,20,0,0,2,1,1,1,5,0,0,0,21,9,0,15,10,62,7,True,126
3,1,3,4,1,2,1,5,3,1,38,0,0,2,0,2,0,1,0,0,3,20,15,6,-2,2,51,10,True,123
2,2,5,4,1,1,0,1,2,1,27,0,0,1,0,2,0,5,0,0,3,15,20,0,15,4,57,3,True,127
4,1,4,3,2,0,1,13,3,0,19,0,0,1,1,2,1,1,0,0,2,27,10,6,12,0,58,3,True,142
4,2,3,2,2,0,1,9,3,0,44,0,0,1,0,1,1,4,0,0,3,26,14,2,7,0,54,5,True,126
4,0,4,2,3,1,0,13,3,0,33,0,0,1,2,1,1,0,2,0,0,27,14,0,-3,1,42,3,False,118
3,2,4,4,1,0,1,1,3,1,41,0,0,0,1,2,0,2,3,0,1,21,20,6,9,1,67,10,True,145
2,1,1,4,3,3,0,4,3,0,19,0,0,1,1,0,2,3,3,0,3,14,7,0,8,10,49,10,True,106
2,3,3,3,2,1,1,8,3,1,22,0,0,1,0,3,1,7,0,0,2,13,10,6,14,4,50,3,True,124
1,3,4,3,1,1,1,5,3,0,40,0,0,2,0,1,0,5,0,0,3,6,20,4,18,1,59,10,True,125
2,2,2,4,1,0,1,4,3,0,23,0,0,1,0,2,1,4,1,0,1,12,7,6,9,0,44,10,True,110
2,3,1,5,1,0,1,1,3,1,4,0,0,1,0,3,0,5,2,0,3,11,1,3,7,1,33,10,True,103
3,1,3,2,3,1,0,7,3,0,27,0,0,1,1,2,1,1,1,0,1,21,11,0,-1,1,45,13,True,115
2,3,3,3,2,0,1,2,3,1,37,0,0,1,1,0,0,5,0,0,4,14,15,9,18,0,66,10,True,139
4,0,1,4,2,2,2,4,3,0,43,0,0,1,0,2,2,0,0,0,3,27,14,5,-3,2,55,10,True,125
2,1,3,2,2,2,1,9,3,0,30,0,0,1,1,1,0,1,0,0,3,11,12,6,12,2,48,5,True,108
1,1,5,5,2,0,1,7,3,0,36,0,0,1,1,3,0,3,3,0,3,6,20,4,2,0,45,13,True,110
1,1,6,3,2,1,0,4,3,0,45,0,0,1,0,3,2,3,2,0,0,6,24,0,3,1,44,10,True,93
3,1,2,4,2,1,2,6,3,0,23,0,0,1,1,1,1,2,0,0,3,18,7,10,2,1,48,10,True,127
4,0,2,4,2,1,2,6,3,0,28,0,0,1,1,1,1,0,2,0,2,27,9,11,-3,1,55,10,True,131
2,2,3,4,2,0,2,0,3,0,22,0,0,1,0,2,1,3,4,0,2,15,10,9,18,0,67,15,True,134
0,3,4,3,1,1,0,5,3,0,31,0,0,2,0,2,0,7,0,0,1,0,16,0,18,1,45,10,True,98
3,2,3,5,2,1,0,3,1,0,20,0,0,1,0,2,1,3,2,0,3,19,14,0,11,1,48,3,True,106
1,4,4,3,1,0,0,0,3,0,30,0,0,1,0,1,0,9,1,0,3,5,16,0,14,0,50,15,True,112
3,1,5,3,2,1,1,3,1,0,53,0,0,1,0,4,1,1,0,0,2,20,21,6,8,1,59,3,True,130
4,1,3,4,2,0,1,6,3,0,29,0,0,1,2,3,0,2,0,0,1,26,9,4,-6,0,43,10,False,118
3,2,3,3,1,0,2,3,3,0,33,0,0,1,0,1,0,4,0,0,3,20,14,14,13,0,71,10,True,147
2,1,2,3,3,1,2,5,3,0,22,0,0,2,1,2,1,1,2,0,2,14,7,16,9,1,57,10,True,120
3,0,6,4,2,0,0,13,3,2,31,0,0,1,1,0,1,0,3,0,2,19,20,0,-5,0,37,3,False,115
4,2,2,3,2,3,0,3,2,0,18,0,0,1,1,1,0,6,2,0,1,26,9,0,18,5,61,3,True,128
2,1,6,2,2,0,1,11,3,0,48,0,0,1,1,0,1,2,2,0,1,14,27,8,1,0,60,10,True,129
1,3,3,4,2,0,0,4,3,0,39,0,0,1,0,1,2,7,1,0,2,6,16,0,14,0,46,10,True,109
3,1,4,4,1,0,2,12,3,0,35,0,0,2,0,2,0,2,2,0,1,21,15,1,-2,0,42,7,True,118
4,2,3,4,1,0,1,6,3,0,25,0,0,1,1,2,0,2,1,0,3,26,11,4,6,0,57,10,True,136
3,1,3,4,2,3,0,1,1,1,33,0,0,1,0,3,1,1,0,0,1,21,15,0,2,10,51,3,True,111
3,1,3,2,3,0,2,7,3,0,33,0,0,1,1,0,1,1,3,0,0,18,14,2,12,1,60,13,True,131
2,2,2,5,2,1,0,9,1,2,28,0,0,0,1,3,1,3,0,0,4,11,14,0,8,1,34,0,True,83
3,2,3,1,3,2,0,2,3,0,15,0,0,1,1,1,1,4,0,0,1,21,6,0,9,2,48,10,True,115
4,2,3,4,1,1,0,12,3,0,17,0,0,2,0,2,0,4,0,0,3,26,5,0,18,1,57,7,True,130
3,0,4,3,2,0,3,9,3,0,29,0,0,1,0,0,1,0,2,0,4,19,12,15,0,0,51,5,True,129
2,3,3,4,2,0,1,5,3,0,37,0,0,2,1,3,0,7,0,0,2,15,15,6,18,0,64,10,True,130
3,0,5,3,3,0,1,13,1,0,39,0,0,1,2,3,1,0,0,0,1,21,21,5,-6,0,43,2,True,113
1,3,2,4,2,1,0,6,3,1,38,0,0,1,2,1,0,5,2,0,2,6,15,0,15,1,47,10,True,105
1,3,2,4,2,2,0,7,3,0,17,0,0,1,1,2,0,8,2,0,3,6,8,0,12,4,43,13,True,100
3,1,2,4,2,0,2,3,3,0,27,0,0,1,1,2,0,5,3,0,2,21,9,8,12,0,60,10,True,133
0,3,4,2,1,0,3,1,3,1,25,0,0,1,0,0,0,6,0,0,2,0,15,5,16,1,47,10,True,109
3,2,1,4,3,0,2,0,3,0,39,0,0,1,1,1,1,5,4,0,2,20,13,14,5,0,67,15,True,146
1,1,2,3,2,1,1,8,3,3,42,0,0,1,0,0,1,1,1,0,2,6,16,7,8,4,44,3,True,94
1,2,3,4,2,0,1,6,3,0,35,0,0,0,2,3,1,4,0,0,3,6,15,2,4,0,37,10,True,99
2,1,3,3,1,2,3,9,3,0,9,0,0,1,0,0,0,1,2,0,4,14,3,15,-1,2,38,5,False,109
3,1,5,3,2,2,0,3,1,0,35,0,0,1,0,3,1,1,2,0,1,21,19,0,8,2,53,3,True,112
1,4,3,3,1,0,0,3,3,0,31,0,0,1,0,3,0,8,0,0,3,6,13,0,18,0,47,10,True,106
4,1,4,3,2,0,1,11,3,0,47,0,0,0,1,3,2,1,2,0,0,25,18,5,2,0,60,10,True,132
3,2,3,3,2,0,2,7,3,0,37,0,0,0,1,1,1,4,1,0,3,21,12,10,14,0,70,13,True,152
3,2,1,4,2,2,0,13,3,2,32,0,0,1,1,0,1,4,2,0,1,21,10,0,14,2,50,3,True,126
2,3,2,4,2,0,1,5,3,0,25,0,0,2,0,2,1,5,0,0,3,12,11,7,9,0,49,10,True,120
3,2,3,4,2,0,1,8,3,1,37,0,0,1,1,1,0,4,2,0,3,20,15,6,10,1,55,3,True,131
2,2,4,1,3,1,0,11,1,0,27,0,0,1,1,0,2,3,2,0,0,15,11,0,17,1,46,2,True,101
2,2,1,4,1,2,0,8,2,1,37,0,0,1,0,1,0,2,3,0,2,11,16,0,1,4,35,3,True,86
3,2,4,3,2,0,0,7,3,0,24,0,0,1,0,3,1,4,3,0,0,19,11,0,8,0,51,13,True,120
3,1,4,5,1,0,1,2,3,0,32,0,0,1,0,3,0,1,0,0,4,20,18,7,12,0,67,10,True,154
2,2,4,2,0,0,1,9,3,0,23,0,0,0,0,0,0,3,0,0,4,11,10,4,18,0,48,5,True,101
2,2,4,1,3,0,2,5,3,0,28,0,0,2,1,0,1,5,2,0,0,13,10,7,12,0,52,10,True,115
4,1,2,5,2,1,1,6,2,0,42,0,0,1,1,0,1,1,3,0,3,25,14,8,8,1,59,3,True,134
2,3,3,2,2,2,0,1,3,1,10,0,0,1,1,0,0,8,0,0,3,15,3,0,15,10,53,10,True,117
2,2,5,2,3,1,0,1,3,1,22,0,0,1,1,0,1,4,0,0,2,13,14,0,18,4,59,10,True,122
4,2,5,1,2,1,1,9,3,0,28,0,0,1,0,1,1,2,0,0,1,26,15,6,12,1,65,5,True,134
4,2,1,2,3,3,0,0,1,2,9,0,0,1,1,0,1,2,1,0,0,25,5,0,9,5,47,3,True,105
1,2,4,3,3,0,0,12,0,0,39,0,0,2,1,2,1,2,2,0,0,8,17,0,10,0,35,0,True,84
2,3,5,3,2,0,1,9,3,0,48,0,0,1,0,0,1,5,2,0,3,14,22,6,14,0,61,5,True,136
3,0,4,3,2,1,1,13,3,2,52,0,0,1,2,0,0,0,2,0,2,21,21,6,-4,1,48,3,True,127
1,2,3,3,2,3,0,13,3,0,4,0,0,1,1,3,1,5,2,0,0,7,4,0,15,5,34,3,True,97
3,0,4,4,1,0,2,11,3,0,41,0,0,0,1,1,1,0,3,0,2,18,13,7,-4,0,44,10,True,118
3,0,4,3,3,2,0,7,3,1,25,0,0,1,1,2,1,0,3,0,0,20,15,0,-2,4,50,13,True,115
3,1,5,3,2,0,1,10,2,0,20,0,0,1,0,4,1,3,0,0,0,21,11,0,17,1,57,7,True,125
3,2,3,3,2,0,1,10,1,0,10,0,0,1,0,1,1,4,2,0,3,21,7,6,18,0,55,3,True,124
2,2,3,4,2,2,1,8,0,1,25,0,0,1,0,3,1,4,0,0,3,11,8,3,9,2,33,0,True,94
3,0,3,2,2,3,1,12,3,0,32,0,0,2,0,2,1,0,0,0,2,19,13,5,-3,10,51,7,True,113
0,2,4,3,2,1,1,9,3,0,35,0,0,1,1,0,0,4,2,0,4,0,17,7,7,1,37,5,False,99
3,3,4,2,2,2,1,3,1,0,48,0,0,1,1,3,0,6,0,0,1,21,16,2,17,2,61,3,True,131
3,2,5,1,2,1,1,12,3,0,15,0,0,2,1,0,0,3,0,0,0,21,8,2,11,1,50,7,True,127
2,1,3,3,2,0,0,2,3,0,15,0,0,1,0,0,1,2,1,0,4,12,8,0,8,0,38,10,True,103
3,1,5,2,1,1,1,11,3,0,27,0,0,1,0,0,1,1,0,0,3,21,14,0,18,1,64,10,True,137
2,2,5,1,3,1,1,0,3,0,23,0,0,1,1,0,1,4,2,0,0,15,15,7,13,1,66,15,True,131
3,2,4,2,2,1,0,2,3,0,27,0,0,1,0,0,1,4,0,0,3,20,13,0,14,1,58,10,True,130
2,1,3,4,3,1,1,7,3,0,34,0,0,1,1,3,1,3,2,0,2,15,14,3,8,1,54,13,True,128
3,0,4,2,3,1,0,1,3,1,39,0,0,1,1,2,1,0,0,0,0,19,20,0,-3,4,50,10,True,112
2,0,2,6,3,1,1,3,3,0,44,0,0,1,1,3,1,2,3,0,3,14,20,10,2,1,57,10,True,127
4,1,5,2,3,0,0,2,3,0,17,0,0,1,1,0,1,1,0,0,3,27,12,0,8,0,57,10,True,133
1,2,2,5,2,1,1,5,3,1,30,0,0,2,0,2,1,4,2,0,3,6,10,8,18,1,53,10,True,118
2,2,4,3,2,2,1,9,3,0,15,0,0,1,0,1,1,3,0,0,3,14,12,4,10,2,47,5,True,117
4,2,2,2,2,2,1,13,3,0,12,0,0,1,1,2,1,3,0,0,1,26,4,5,13,4,55,3,True,132
1,2,4,3,1,0,1,3,3,0,33,0,0,1,0,1,0,6,0,0,3,6,17,6,18,0,57,10,True,126
2,1,5,4,2,0,1,2,3,0,39,0,0,1,0,0,1,2,2,0,2,14,25,0,9,1,59,10,True,133
3,2,4,3,1,1,1,5,2,0,18,0,0,1,1,2,0,3,0,0,1,21,10,1,18,1,54,3,True,118
4,2,3,3,3,0,0,6,3,2,32,0,0,1,2,0,1,4,2,0,0,27,13,0,8,0,58,10,True,133
0,2,4,2,2,3,0,8,3,1,14,0,0,1,0,2,1,2,1,0,0,0,9,0,13,10,35,3,True,83
2,1,3,3,2,0,1,0,3,0,21,0,0,1,0,2,1,3,1,0,2,8,10,4,3,0,40,15,False,99
3,2,2,3,2,2,1,3,3,0,13,0,0,1,1,2,0,4,2,0,2,20,4,6,18,2,60,10,True,134
3,3,4,1,1,0,1,7,3,0,28,0,0,1,0,0,0,6,1,0,0,19,12,5,14,0,63,13,True,139
1,2,3,3,3,0,2,3,3,0,27,0,0,1,1,2,1,6,2,0,2,8,15,10,17,0,60,10,True,134
3,2,1,5,3,0,0,6,3,0,37,0,0,1,2,3,1,4,2,0,1,21,12,0,10,0,53,10,True,120
2,3,2,1,3,1,2,2,3,0,8,0,0,1,1,0,1,6,0,0,2,13,5,10,18,1,57,10,True,127
2,2,5,1,3,1,1,12,3,0,15,0,0,2,1,0,1,5,0,0,2,14,11,3,11,1,47,7,True,115
4,3,3,3,1,0,1,0,2,0,19,0,0,1,0,2,0,6,1,0,2,26,6,5,18,0,63,8,True,137
2,4,1,3,2,1,1,2,3,0,17,0,0,1,1,0,0,9,3,0,2,13,5,6,17,1,52,10,True,125
4,2,2,2,3,0,1,5,3,0,15,0,0,2,1,1,1,5,0,0,1,26,5,6,16,0,63,10,True,141
1,0,4,3,2,2,1,13,1,0,41,0,0,1,1,2,1,0,2,0,1,6,20,3,-6,2,27,2,False,80
4,3,2,5,1,0,0,13,3,1,32,0,0,1,1,2,0,6,2,0,1,26,10,0,17,0,56,3,True,140
0,2,3,3,1,0,2,0,3,0,42,0,0,1,0,0,0,3,4,0,1,0,17,13,17,0,62,15,True,119
3,2,4,3,1,0,1,9,3,0,13,0,0,1,0,1,0,3,2,0,3,19,7,5,3,0,39,5,True,113
3,2,3,2,3,1,1,8,3,1,37,0,0,1,1,2,1,3,0,0,1,21,15,6,6,4,55,3,True,135
3,2,4,2,1,0,2,5,3,0,23,0,0,2,0,0,0,2,2,0,1,20,10,11,10,0,61,10,True,134
1,1,3,3,3,1,1,13,1,0,48,0,0,1,2,3,1,1,0,0,2,8,19,2,2,1,34,2,False,88
1,3,2,2,3,2,0,1,2,1,14,0,0,1,1,1,1,5,0,0,2,7,6,0,18,10,44,3,True,94
2,3,3,2,1,2,2,7,3,0,16,0,0,1,0,1,0,4,2,0,0,13,8,6,18,2,60,13,True,133
4,2,3,3,2,0,1,12,3,0,11,0,0,2,1,3,0,2,0,0,2,26,3,6,5,0,47,7,True,125
2,3,2,3,3,0,0,10,0,0,37,0,0,1,1,2,1,4,2,0,0,14,15,0,18,0,47,0,True,98
2,1,7,2,3,0,0,5,3,0,32,0,0,2,1,0,1,1,2,0,0,13,22,0,8,0,53,10,True,114
3,2,5,1,1,0,1,12,3,0,29,0,0,2,0,0,0,4,0,0,1,21,12,3,14,0,57,7,True,130
3,1,2,4,3,0,2,13,3,1,41,0,0,1,2,1,1,2,2,0,0,21,13,15,-1,0,51,3,True,136
3,3,2,3,3,0,1,10,0,0,18,0,0,1,1,2,1,4,0,0,2,19,8,2,18,0,47,0,True,105
2,2,5,4,1,0,2,11,2,0,50,0,0,0,0,0,2,3,2,0,3,12,25,9,11,0,62,5,True,131
1,2,5,2,0,1,2,9,3,0,20,0,0,0,0,0,0,3,2,0,2,6,11,7,18,1,48,5,True,107
3,2,5,3,2,0,0,11,3,0,36,0,0,1,1,1,1,4,2,0,2,19,20,0,9,0,58,10,True,130
1,4,1,4,2,2,0,1,1,1,42,0,0,1,0,2,1,8,3,0,0,6,14,0,18,2,43,3,True,85
1,3,3,6,1,0,1,7,3,1,47,0,0,1,0,3,0,5,4,0,2,6,24,1,18,0,62,13,True,133
2,3,2,4,1,1,2,11,3,0,28,0,0,0,0,3,2,5,2,0,0,15,9,5,12,1,52,10,True,127
2,1,3,3,3,2,1,0,3,0,29,0,0,1,1,2,1,2,3,0,0,13,12,2,9,4,55,15,True,121
3,3,1,3,2,1,0,11,3,0,21,0,0,1,0,1,2,6,3,0,0,21,7,0,17,1,56,10,True,122
3,2,4,2,3,1,0,7,3,1,17,0,0,1,1,0,1,4,3,0,0,21,7,0,18,1,60,13,True,135
1,1,5,4,2,2,0,8,1,1,32,0,0,0,1,0,1,1,3,0,2,5,19,0,2,4,33,3,True,85
2,2,5,1,2,1,0,8,3,1,38,0,0,1,0,2,1,3,0,0,0,14,17,0,18,4,56,3,True,120
4,3,1,4,2,0,2,9,3,1,22,0,0,0,1,0,1,5,2,0,3,27,7,15,11,0,65,5,True,152
4,1,3,3,2,2,1,1,2,1,15,0,0,1,1,0,0,1,3,0,2,27,5,6,9,10,60,3,True,136
1,3,3,4,2,0,2,13,1,0,34,0,0,1,1,2,1,4,2,0,2,6,16,16,18,0,58,2,True,129
4,2,3,4,2,0,1,9,3,0,33,0,0,1,0,2,1,4,3,0,2,26,14,7,14,0,66,5,True,137
2,2,4,3,3,0,1,4,3,0,47,0,0,1,1,1,2,5,3,0,0,14,21,7,8,0,60,10,True,134
2,1,4,1,2,2,2,7,3,0,7,0,0,1,1,1,0,2,1,0,0,14,3,7,16,2,55,13,True,119
3,1,3,2,3,0,2,12,3,0,28,0,0,2,1,1,1,2,0,0,0,18,9,10,15,0,59,7,True,127
4,3,3,3,2,0,1,4,2,0,29,0,0,1,1,0,1,4,3,0,0,26,12,0,18,0,59,3,True,135
2,2,3,3,3,1,1,4,3,0,26,0,0,1,1,0,2,3,2,0,2,15,11,7,4,1,48,10,True,126
3,2,3,3,3,1,1,9,3,0,44,0,0,1,1,2,1,3,0,0,2,21,20,9,12,1,68,5,True,141
3,2,2,3,3,2,0,1,1,1,4,0,0,1,1,3,1,3,0,0,1,21,4,0,12,2,42,3,True,99
4,1,3,4,2,0,1,5,3,0,37,0,0,2,0,0,1,3,3,0,2,25,12,2,0,0,49,10,True,123
4,1,4,2,3,1,0,8,3,2,31,0,0,1,1,2,1,2,0,0,0,27,17,0,16,4,67,3,True,142
0,1,1,3,2,2,0,11,3,0,35,0,0,1,1,0,1,1,3,0,1,0,11,0,18,2,41,10,True,86
5,2,4,2,2,0,0,1,2,1,26,0,0,0,1,0,1,2,3,0,0,30,12,0,12,1,58,3,True,129
3,2,5,2,1,1,1,11,3,0,27,0,0,1,0,1,1,2,2,0,0,21,14,6,9,1,61,10,True,132
2,2,4,2,2,1,1,2,3,0,19,0,0,1,1,0,0,3,2,0,1,11,12,7,13,1,54,10,True,118
3,2,3,4,1,1,0,12,3,1,29,0,0,2,0,1,0,6,2,0,2,20,9,0,8,1,45,7,True,120
3,4,2,3,1,1,0,8,0,1,31,0,0,0,0,2,1,6,1,0,2,17,10,0,18,1,46,0,True,101
2,2,0,4,2,2,0,3,2,0,21,0,0,0,1,1,1,4,2,0,3,12,7,0,6,2,30,3,False,87
4,0,4,3,3,0,0,3,3,1,35,0,0,1,1,3,1,2,0,0,2,27,18,0,1,0,56,10,True,127
2,1,1,4,3,3,0,1,1,1,36,0,0,1,1,2,1,1,2,0,0,13,16,0,8,5,45,3,True,95
4,2,2,3,2,0,1,4,3,0,32,0,0,1,0,0,2,4,3,0,1,26,10,6,5,0,57,10,True,135
4,3,2,3,2,0,0,1,3,1,8,0,0,1,1,3,0,5,1,0,0,27,2,0,15,1,55,10,True,128
2,2,3,3,1,2,1,13,3,1,16,0,0,1,1,2,0,2,2,0,0,15,11,1,7,2,39,3,False,104
3,1,1,3,3,2,1,5,3,0,27,0,0,2,1,2,1,1,2,0,0,21,9,3,-2,2,43,10,True,106
1,2,4,2,2,1,0,2,3,0,41,0,0,1,1,0,0,6,1,0,2,5,19,0,8,1,43,10,True,97
3,2,4,2,1,1,0,6,3,0,18,0,0,1,1,1,0,2,2,0,0,20,12,0,12,1,55,10,True,118
1,3,4,3,1,1,1,2,3,1,38,0,0,0,1,2,0,6,0,0,2,6,19,8,17,1,61,10,True,127
2,1,5,0,3,3,1,0,1,0,19,0,0,1,1,0,1,1,1,0,0,12,7,6,12,5,45,3,True,95
1,1,5,4,2,0,2,10,2,1,65,0,0,1,1,3,0,3,2,0,1,6,27,8,18,0,66,7,True,121
3,1,3,3,2,2,0,12,3,0,23,0,0,2,1,3,0,1,2,0,0,21,10,0,6,2,46,7,True,106
1,3,3,3,2,0,3,1,2,1,9,0,0,1,1,0,0,4,2,0,3,6,8,16,18,1,52,3,True,110
2,3,2,3,3,1,1,6,2,0,26,0,0,1,2,2,1,6,0,0,3,14,8,7,17,1,50,3,True,116
3,2,5,3,2,0,0,12,3,0,31,0,0,2,1,1,0,4,2,0,0,18,16,0,10,0,51,7,True,125
3,2,4,2,2,0,2,10,2,0,28,0,0,1,1,1,0,6,0,0,2,21,9,10,18,0,65,7,True,139
4,1,5,3,1,1,0,13,3,0,17,0,0,1,1,2,0,2,2,0,1,27,10,0,-1,1,40,3,True,121
2,2,4,2,3,3,1,10,0,0,10,0,0,1,1,2,1,3,0,0,2,13,7,4,5,10,39,0,True,91
3,3,2,3,3,0,1,4,3,0,48,0,0,1,1,0,2,6,0,0,2,19,19,7,18,0,73,10,True,141
3,1,6,1,2,1,1,5,3,1,18,0,0,2,1,0,0,1,0,0,0,21,13,2,8,1,55,10,True,121
1,1,5,3,2,0,0,0,3,1,40,0,0,1,1,2,0,2,3,0,0,6,21,0,4,0,46,15,True,102
2,3,2,3,1,0,2,6,3,1,17,0,0,1,1,0,0,6,0,0,3,14,5,11,17,0,57,10,True,129
1,2,5,2,2,1,1,8,3,1,35,0,0,1,1,0,0,2,0,0,3,7,21,5,6,4,46,3,True,114
4,3,3,3,2,0,1,3,1,0,23,0,0,1,1,1,0,5,3,0,1,26,10,6,17,0,62,3,True,134
3,2,4,2,3,1,1,0,1,1,20,0,0,1,1,0,1,5,3,0,0,21,7,2,11,1,45,3,True,111
2,2,3,5,2,0,1,7,3,0,34,0,0,1,0,2,1,5,4,0,3,14,14,4,12,0,57,13,True,130
4,3,5,2,1,0,0,12,3,1,28,0,0,2,0,0,0,6,2,0,0,27,12,0,17,0,63,7,True,141
0,2,4,3,1,0,0,0,3,0,28,0,0,1,0,0,0,3,3,0,2,0,12,0,18,0,45,15,True,98
3,1,5,2,3,1,0,3,3,0,3,0,0,1,1,1,1,3,2,0,0,21,6,0,8,1,46,10,True,111
3,2,4,3,2,0,1,5,3,0,28,0,0,2,1,0,0,5,3,0,0,21,13,4,10,0,58,10,True,126
4,3,2,3,2,0,1,10,2,1,25,0,0,1,0,1,1,7,2,0,2,26,8,2,18,0,61,7,True,138
3,2,3,4,1,2,0,11,3,0,48,0,0,1,0,0,1,4,0,0,3,21,20,0,4,4,59,10,True,133
2,3,1,5,2,2,0,7,0,1,46,0,0,1,1,3,0,5,3,0,1,14,16,0,18,4,52,0,True,97
3,3,5,3,1,0,1,3,1,0,17,0,0,1,0,1,0,5,2,0,3,21,13,5,16,0,58,3,True,125
2,1,5,2,3,2,0,10,0,0,27,0,0,1,1,2,1,1,2,0,0,13,16,0,9,4,42,0,True,88
2,3,6,2,2,0,0,11,3,0,46,0,0,1,1,0,1,8,0,0,1,15,24,0,15,0,64,10,True,137
2,2,2,3,2,0,1,7,3,0,26,0,0,1,0,0,1,4,4,0,2,12,8,6,18,0,57,13,True,126
