qt_civilian_card,qt_military_cards,qt_commercial_cards,qt_raw_materials,qt_manufactured_good,qt_scientific_cards,qt_guild_cards,wonder_id,wonder_stage,qt_clay,qt_coins,qt_compass,qt_gear,qt_glass,qt_loom,qt_ore,qt_papyrus,qt_shields,qt_stone,qt_tablet,qt_wood,civilian_points,commercial_points,guild_points,military_points,scientific_points,total_points,wonder_points,winner,total_reward
2,4,3,3,2,1,0,3,3,1,12,0,0,1,0,4,1,11,0,0,0,13,7,0,18,1,49,10,True,106
1,2,2,3,2,0,2,3,1,0,16,0,0,1,0,2,1,2,0,0,3,6,7,10,10,0,36,3,True,89
3,4,2,2,2,0,0,11,3,1,14,0,0,1,0,0,2,8,0,0,1,21,4,0,18,0,53,10,True,114
2,3,3,3,1,1,1,6,3,0,6,0,0,1,1,3,0,5,0,0,2,15,5,3,14,1,48,10,True,118
0,3,5,3,2,1,0,3,3,0,29,0,0,1,0,4,1,8,0,0,2,0,17,0,18,1,46,10,True,96
2,1,4,3,2,0,0,5,3,0,35,0,0,2,0,2,1,1,0,0,1,12,18,0,6,0,46,10,True,103
1,3,3,5,1,2,0,7,3,0,28,0,0,1,0,3,0,5,1,0,3,8,15,0,7,4,47,13,True,115
1,2,6,4,0,1,1,9,3,0,42,0,0,0,0,1,0,3,2,0,4,6,27,9,11,1,59,5,True,120
3,3,4,3,1,0,1,2,3,0,27,0,0,1,0,1,0,5,1,0,3,20,15,7,18,0,70,10,True,142
2,1,3,3,2,0,1,1,2,1,36,0,0,1,0,2,1,1,0,0,2,12,12,6,7,1,41,3,True,101
1,4,3,3,2,0,1,10,2,0,45,0,0,1,1,2,0,10,0,0,2,6,20,1,17,0,51,7,True,114
1,4,5,1,2,0,0,2,3,0,28,0,0,0,1,1,1,8,0,0,1,6,17,0,18,0,51,10,True,107
2,4,4,2,2,1,0,12,3,0,27,0,0,2,0,1,1,7,0,0,0,15,16,0,18,1,57,7,True,121
2,3,2,2,1,2,1,1,2,1,14,0,0,1,0,0,0,5,0,0,3,15,4,4,15,10,51,3,True,118
1,3,1,3,2,0,1,4,3,0,48,0,0,1,0,0,2,7,0,0,3,6,16,6,13,0,51,10,True,112
1,4,2,5,1,1,0,11,2,0,27,0,0,1,0,3,1,7,1,0,2,6,11,0,18,1,41,5,True,90
2,2,3,1,2,4,1,9,1,0,24,0,0,1,1,0,0,4,0,0,3,13,8,4,14,8,47,0,True,104
2,2,5,1,2,0,2,0,3,0,17,0,0,1,1,0,0,4,1,0,2,10,9,10,9,0,53,15,True,114
3,2,3,1,3,1,1,9,3,0,6,0,0,1,1,2,1,3,0,0,1,20,3,7,-1,1,35,5,False,95
2,3,4,2,2,0,1,1,3,1,43,0,0,1,1,0,0,5,0,0,3,11,21,5,18,1,66,10,True,137
0,2,3,3,2,1,0,1,1,1,51,0,0,1,1,3,0,2,2,0,0,0,21,0,10,1,35,3,True,70
2,1,3,2,2,1,2,9,2,0,4,0,0,1,0,1,1,1,0,0,3,13,3,14,8,1,44,5,False,103
0,3,3,2,2,0,2,3,3,0,30,0,0,1,0,3,1,7,1,0,0,0,13,11,18,0,52,10,True,111
2,4,4,2,1,2,0,6,2,0,14,0,0,1,1,1,0,8,0,0,2,15,10,0,11,2,41,3,True,107
2,3,5,2,1,1,0,7,3,0,30,0,0,1,0,1,0,6,1,0,1,15,20,0,17,1,66,13,True,133
3,2,3,2,3,1,1,11,3,0,48,0,0,1,1,0,2,4,0,0,1,20,19,6,10,1,66,10,True,143
2,4,4,1,2,1,1,9,3,0,3,0,0,1,0,0,1,7,0,0,2,15,2,4,18,1,45,5,True,110
2,3,3,3,2,1,2,9,2,0,37,0,0,1,0,2,1,5,2,0,2,11,17,10,13,1,57,5,True,113
2,2,3,3,1,2,1,0,2,0,25,0,0,1,0,3,0,3,1,0,1,11,10,2,11,4,46,8,True,99
4,3,3,2,2,0,0,1,3,1,5,0,0,1,0,1,1,6,0,0,2,27,4,0,12,1,54,10,True,129
2,3,3,3,2,1,1,1,3,1,9,0,0,1,0,2,1,5,0,0,2,14,6,3,18,4,55,10,True,120
3,3,2,2,2,1,1,2,3,2,38,0,0,1,0,1,1,4,0,0,1,21,15,8,18,1,73,10,True,140
4,1,0,5,3,1,1,10,2,1,18,0,0,1,1,1,1,5,2,0,3,27,6,2,16,1,59,7,True,130
1,4,1,3,3,2,0,10,0,0,30,0,0,1,1,4,1,8,0,0,2,7,10,0,17,2,36,0,True,73
3,2,4,2,3,0,1,0,3,0,26,0,0,1,1,0,1,4,1,0,2,21,12,7,14,0,69,15,True,142
1,2,2,4,3,0,0,0,3,1,32,0,0,1,1,0,1,5,4,0,2,5,12,0,10,0,42,15,False,89
4,1,1,6,1,1,1,11,3,1,47,0,0,1,0,1,1,3,1,0,3,26,15,0,1,1,53,10,True,125
2,6,2,3,2,2,0,10,0,0,9,0,0,1,1,3,0,12,0,0,3,13,6,0,18,4,41,0,True,94
1,3,3,3,1,2,2,11,3,0,27,0,0,0,0,0,2,6,0,0,3,6,12,12,18,2,60,10,True,123
3,4,0,3,2,1,0,8,3,1,13,0,0,1,0,1,1,6,0,0,3,21,4,0,18,4,50,3,True,112
3,3,3,1,1,3,0,12,3,0,7,0,0,2,0,0,0,4,0,0,0,21,3,0,12,10,53,7,True,122
2,2,2,3,2,1,0,4,3,0,24,0,0,1,1,1,1,3,0,0,3,12,10,0,12,1,45,10,True,100
1,3,4,4,1,0,1,7,3,1,39,0,0,1,0,1,0,8,1,0,2,6,20,4,14,0,57,13,True,121
2,3,3,3,2,1,1,4,3,0,36,0,0,1,0,3,2,5,0,0,2,15,12,9,18,1,65,10,True,126
4,2,2,2,3,1,1,8,3,2,36,0,0,1,1,0,1,3,0,0,2,27,12,3,13,4,62,3,True,136
3,2,3,1,2,0,2,5,3,0,21,0,0,2,1,1,0,2,0,0,0,21,10,8,6,0,55,10,True,127
3,2,4,2,3,0,0,4,3,1,25,0,0,1,1,2,2,2,0,0,0,21,8,0,6,0,45,10,True,109
0,4,3,5,1,2,1,10,2,0,16,0,0,1,0,4,0,9,0,0,3,0,13,7,18,4,49,7,True,104
3,1,3,3,1,2,2,11,3,0,16,0,0,1,0,1,1,2,1,0,0,21,5,7,10,2,55,10,True,131
2,3,2,2,3,0,1,1,3,1,31,0,0,1,1,0,1,6,0,0,2,14,10,6,18,1,59,10,True,131
3,3,3,3,2,1,0,8,3,1,40,0,0,1,1,3,0,5,0,0,2,21,19,0,18,4,65,3,True,139
2,2,4,3,3,1,1,10,2,0,35,0,0,1,1,2,1,6,2,0,1,12,16,7,8,1,51,7,True,120
0,3,3,5,2,2,1,8,0,2,49,0,0,1,0,3,1,5,2,0,2,0,19,2,18,4,43,0,True,93
2,3,3,3,3,0,1,12,3,0,12,0,0,2,1,2,1,5,0,0,2,14,7,4,14,0,46,7,True,112
3,2,4,1,2,1,1,1,3,1,14,0,0,1,0,0,1,3,0,0,2,21,8,2,16,4,61,10,True,134
3,3,1,4,2,1,1,7,3,0,27,0,0,1,1,2,0,5,1,0,3,20,9,7,5,1,55,13,True,137
2,4,2,3,2,3,1,10,0,0,9,0,0,1,0,4,1,6,0,0,1,15,6,4,18,5,48,0,True,95
4,1,4,2,2,1,1,11,3,1,25,0,0,1,0,2,2,1,0,0,0,27,10,4,12,1,64,10,True,138
1,2,4,2,2,0,2,1,3,1,23,0,0,1,0,0,1,2,0,0,2,5,10,11,8,1,45,10,True,109
3,3,2,3,2,0,1,9,2,2,8,0,0,1,0,2,1,5,0,0,1,17,2,6,17,0,47,5,True,108
3,3,3,3,1,0,0,7,3,1,16,0,0,0,1,2,0,6,1,0,1,21,11,0,18,0,63,13,True,133
3,2,3,4,2,0,1,1,2,1,23,0,0,1,0,2,1,5,2,0,3,19,11,7,16,1,57,3,True,125
1,1,4,2,1,2,1,7,3,0,17,0,0,1,0,0,0,3,1,0,3,6,12,0,10,2,43,13,True,104
3,2,2,2,3,1,1,7,3,0,36,0,0,1,1,1,1,2,1,0,2,18,15,4,3,1,54,13,True,126
2,2,3,4,3,1,1,0,2,0,26,0,0,1,1,2,1,4,2,0,2,14,14,8,9,1,54,8,True,126
4,2,2,3,3,1,0,13,3,2,15,0,0,1,2,2,1,5,0,0,0,27,7,0,15,1,53,3,True,128
3,4,2,2,2,0,1,3,3,0,21,0,0,1,0,4,1,9,0,0,0,21,7,1,18,0,57,10,True,126
1,3,3,1,2,1,3,0,3,0,17,0,0,1,0,0,1,6,1,0,0,6,8,9,18,1,57,15,True,109
1,2,4,2,2,0,2,6,3,0,14,0,0,1,2,0,0,4,0,0,2,6,6,9,12,0,43,10,True,101
3,3,4,2,3,0,0,0,3,0,18,0,0,1,1,2,1,6,2,0,0,20,13,0,14,0,62,15,True,132
1,2,3,3,2,0,1,10,2,2,48,0,0,1,1,3,0,6,0,0,0,6,18,3,17,0,51,7,True,105
2,2,5,2,3,0,1,1,3,1,23,0,0,1,1,0,1,3,0,0,2,13,17,5,10,1,56,10,True,125
2,2,4,2,3,1,1,4,3,0,44,0,0,1,1,1,2,3,0,0,2,13,19,4,12,1,59,10,True,127
3,2,4,2,1,2,1,4,2,0,29,0,0,1,0,1,1,3,0,0,2,21,11,4,7,2,48,3,True,121
1,2,5,4,2,1,0,13,3,0,37,0,0,1,1,1,1,3,2,0,3,8,24,0,17,1,53,3,True,125
3,3,4,2,2,0,1,9,3,1,22,0,0,1,0,2,1,6,0,0,1,21,11,3,16,0,56,5,True,120
2,2,5,1,0,4,1,12,3,1,25,0,0,1,0,0,0,3,0,0,0,13,16,2,12,13,63,7,True,122
2,4,2,3,2,3,0,13,1,0,26,0,0,1,1,2,1,6,2,0,1,14,12,0,18,5,51,2,True,109
2,2,4,3,2,0,1,2,3,0,40,0,0,1,1,0,0,5,0,0,2,11,19,3,10,0,53,10,True,128
2,4,6,1,0,1,1,10,2,0,13,0,0,0,0,1,0,9,0,0,1,15,11,2,18,1,54,7,True,115
2,2,2,4,3,0,2,6,3,0,31,0,0,1,2,3,1,5,0,0,1,15,10,14,11,0,60,10,True,137
3,2,5,3,2,1,1,6,1,0,23,0,0,1,1,0,1,3,3,0,2,21,11,6,12,1,54,3,True,122
3,1,4,4,2,2,0,13,1,0,12,0,0,1,1,1,1,1,2,0,3,20,12,0,2,4,40,2,True,107
3,4,1,3,3,0,1,0,2,0,11,0,0,1,1,1,1,7,1,0,3,21,5,6,18,0,58,8,True,123
1,4,5,3,1,0,1,7,3,0,31,0,0,1,0,0,0,9,1,0,3,6,18,2,17,0,56,13,True,128
2,1,5,1,2,1,2,0,3,0,19,0,0,1,0,1,1,1,1,0,0,13,7,6,-3,1,39,15,True,99
3,1,3,3,2,1,1,5,3,0,22,0,0,2,0,1,1,1,1,0,0,21,10,3,18,1,63,10,True,128
2,4,5,2,1,0,1,2,3,0,10,0,0,1,0,0,0,7,0,0,4,11,8,4,18,0,51,10,True,125
3,2,5,3,1,0,1,1,3,2,24,0,0,0,0,2,1,2,0,0,2,20,16,1,10,1,58,10,True,134
3,3,5,2,2,0,0,1,3,1,6,0,0,1,0,1,1,3,0,0,2,19,10,0,12,1,52,10,True,120
3,1,4,1,2,1,0,3,3,0,19,0,0,1,1,3,0,3,0,0,0,13,7,0,9,1,40,10,True,93
2,2,6,2,1,1,1,13,3,1,25,0,0,1,1,2,0,4,0,0,0,14,13,4,13,1,48,3,True,123
2,1,5,3,2,0,0,7,3,0,24,0,0,1,0,0,1,1,3,0,3,13,14,0,18,0,58,13,True,124
3,3,4,3,2,0,1,10,2,0,38,0,0,1,0,2,1,8,0,0,2,20,15,6,18,0,66,7,True,139
1,4,2,2,3,1,0,2,3,0,7,0,0,1,1,3,1,7,0,0,1,5,6,0,18,1,40,10,True,90
3,4,3,0,2,2,1,1,2,1,3,0,0,1,0,0,1,8,0,0,0,21,1,1,17,10,53,3,True,118
2,5,4,0,2,1,1,8,3,1,15,0,0,1,0,0,1,10,0,0,0,13,8,4,18,4,50,3,True,111
2,1,3,3,2,0,1,7,3,0,47,0,0,1,0,3,1,1,1,0,2,12,18,6,12,0,61,13,True,131
2,3,2,3,2,2,0,13,1,0,15,0,0,1,2,3,0,6,0,0,2,12,6,0,17,2,39,2,True,93
1,2,5,2,2,1,1,3,3,2,25,0,0,1,1,3,0,4,0,0,0,6,15,2,10,1,44,10,True,98
0,2,2,3,2,0,1,2,1,0,27,0,0,1,0,2,1,3,0,0,4,0,11,6,18,0,38,3,True,88
2,2,3,1,2,3,1,2,3,0,14,0,0,1,0,2,1,5,0,0,1,11,7,4,15,9,56,10,True,119
1,3,4,3,3,1,1,10,2,0,44,0,0,1,1,1,1,6,2,0,2,8,19,2,18,1,55,7,True,126
2,2,5,3,2,1,0,12,0,0,24,0,0,2,0,2,1,3,0,0,3,14,13,0,18,1,46,0,True,93
3,5,3,3,3,1,0,10,0,0,35,0,0,1,1,3,1,11,0,0,2,20,14,0,17,1,52,0,True,117
4,2,2,4,2,2,0,5,0,0,31,0,0,2,1,3,0,4,0,0,2,26,10,0,14,2,52,0,True,108
3,1,3,3,2,0,3,6,3,0,17,0,0,1,1,0,1,1,0,0,3,20,5,12,-2,0,45,10,True,124
3,2,3,3,2,0,1,0,3,0,29,0,0,1,0,1,1,3,1,0,2,21,12,3,16,0,67,15,True,146
2,3,5,2,3,1,1,13,1,0,25,0,0,1,2,0,1,8,0,0,3,14,10,3,12,1,42,2,True,113
3,2,4,2,2,1,1,11,3,0,24,0,0,1,1,1,1,3,0,0,2,19,12,5,18,1,65,10,True,133
2,2,4,4,2,1,1,8,2,1,39,0,0,1,1,2,0,2,0,0,3,14,17,7,4,1,46,3,True,120
1,3,3,1,1,0,3,1,3,1,15,0,0,0,0,0,1,4,0,0,2,6,8,8,18,1,51,10,True,109
3,2,5,3,2,0,0,6,3,0,26,0,0,1,1,0,1,4,3,0,2,21,11,0,7,0,49,10,True,119
2,1,4,4,3,0,1,13,3,1,33,0,0,1,2,1,1,3,0,0,2,14,11,8,7,0,43,3,True,127
3,2,4,3,1,1,1,2,3,1,17,0,0,1,0,0,0,5,1,0,3,18,9,2,13,1,53,10,True,127
3,3,3,1,1,0,2,0,3,0,7,0,0,1,0,2,0,5,1,0,0,20,2,5,18,0,60,15,True,127
2,3,4,3,3,0,1,10,2,0,38,0,0,1,1,3,1,7,2,0,1,13,17,4,18,0,59,7,True,118
1,3,6,2,1,0,2,8,3,1,26,0,0,0,0,1,1,4,0,0,2,6,19,11,7,1,47,3,True,118
2,2,2,3,2,2,2,3,1,0,20,0,0,1,0,2,1,3,2,0,2,14,11,7,13,10,58,3,True,119
3,2,5,1,2,1,1,8,3,1,12,0,0,1,1,0,0,2,0,0,2,21,5,6,8,4,47,3,True,115
1,4,2,5,1,1,0,3,3,0,23,0,0,0,0,4,1,11,0,0,3,6,7,0,17,1,41,10,True,96
2,3,3,3,1,1,2,12,3,0,19,0,0,2,0,0,0,4,0,0,3,14,9,13,18,1,62,7,True,132
3,3,5,1,2,0,0,2,3,0,20,0,0,1,0,1,1,5,0,0,1,21,10,0,12,0,53,10,True,124
2,2,4,3,1,0,1,6,3,0,23,0,0,1,1,1,0,4,0,0,3,13,10,2,14,0,49,10,True,119
3,1,3,4,1,1,1,1,3,2,27,0,0,1,0,2,0,1,0,0,2,20,12,6,12,4,64,10,True,135
1,4,4,3,1,1,2,9,3,0,16,0,0,1,0,3,0,7,0,0,3,8,12,11,14,1,51,5,True,125
1,3,4,2,2,0,0,7,3,0,18,0,0,1,1,0,0,5,3,0,0,6,11,0,18,0,48,13,True,106
3,2,3,2,2,2,0,3,3,0,20,0,0,1,0,1,1,4,0,0,2,21,8,0,18,4,61,10,True,126
2,2,4,3,3,1,0,4,3,0,42,0,0,1,1,0,2,5,1,0,2,14,21,0,14,1,60,10,True,124
3,2,2,3,3,0,1,7,3,2,34,0,0,1,1,1,1,4,1,0,2,20,11,7,4,0,55,13,True,134
1,2,3,3,1,1,2,5,3,0,29,0,0,2,0,2,0,2,0,0,2,6,12,4,9,1,42,10,True,104
3,3,5,3,1,0,0,13,3,0,21,0,0,1,1,2,0,5,1,0,0,21,10,0,18,0,52,3,True,122
3,2,5,2,2,0,0,11,3,0,35,0,0,1,0,1,2,6,0,0,2,21,13,0,7,0,51,10,True,122
2,1,1,5,0,0,1,2,3,0,17,0,0,0,0,1,0,2,1,0,4,11,5,2,9,0,37,10,True,103
3,2,4,1,2,1,1,13,3,0,13,0,0,1,1,0,1,3,0,0,2,21,8,4,17,1,54,3,True,133
2,4,3,3,2,1,0,9,2,0,30,0,0,1,0,2,1,8,0,0,3,11,12,0,17,1,46,5,True,105
1,2,4,2,3,1,1,1,3,1,9,0,0,1,1,1,1,3,0,0,2,8,9,3,8,4,42,10,True,106
2,4,2,4,2,1,2,10,0,0,36,0,0,1,0,4,1,7,0,0,2,14,12,10,18,1,55,0,True,114
2,2,3,2,2,3,0,13,1,0,18,0,0,1,1,3,1,2,0,0,0,12,7,0,10,5,36,2,True,91
4,3,0,4,2,0,2,9,3,1,31,0,0,1,0,1,1,5,2,0,3,27,10,12,18,0,72,5,True,149
4,1,2,3,3,0,1,4,3,0,34,0,0,1,1,3,2,1,0,0,2,27,11,2,-3,0,47,10,True,120
2,4,2,2,2,0,0,8,0,1,37,0,0,1,0,0,1,6,0,0,3,11,12,0,18,0,41,0,True,92
3,3,4,4,1,1,0,10,2,1,26,0,0,1,0,2,0,10,0,0,2,21,12,0,16,1,57,7,True,128
3,3,3,4,2,1,0,3,1,0,25,0,0,1,1,1,0,6,2,0,3,21,12,0,18,1,55,3,True,115
1,3,4,4,2,0,2,7,2,0,21,0,0,1,0,3,1,4,3,0,2,8,15,12,12,0,55,8,True,121
0,2,4,2,2,0,1,11,2,0,37,0,0,1,0,0,2,4,0,0,2,0,16,0,14,1,36,5,True,89
1,4,3,2,1,0,2,1,3,1,10,0,0,1,0,0,0,9,0,0,2,8,5,9,18,1,51,10,True,109
0,3,4,3,1,2,2,5,3,0,33,0,0,2,0,1,0,5,0,0,3,0,18,4,18,4,54,10,True,113
2,2,3,3,3,0,1,1,2,1,15,0,0,1,1,0,1,4,0,0,2,14,8,2,18,1,46,3,True,108
1,0,4,3,1,2,1,11,2,0,43,0,0,1,0,2,1,0,0,0,3,6,16,4,-5,4,30,5,False,85
3,3,4,3,1,0,1,1,3,1,15,0,0,1,0,1,0,5,0,0,2,20,8,5,15,1,59,10,True,134
1,3,3,3,1,3,0,13,1,0,19,0,0,0,1,1,1,5,0,0,3,5,7,0,14,5,33,2,True,87
3,3,4,2,2,0,0,8,2,1,34,0,0,1,0,1,1,6,0,0,2,20,15,0,18,0,56,3,True,114
3,3,3,2,2,1,1,12,2,0,9,0,0,2,1,2,0,3,0,0,2,19,3,5,18,1,46,0,True,112
2,2,3,3,2,1,0,10,2,0,31,0,0,1,0,4,1,6,2,0,0,12,10,0,18,1,48,7,True,104
4,3,4,4,2,0,0,10,0,0,25,0,0,1,0,4,1,5,0,0,2,27,12,0,14,0,53,0,True,126
0,4,4,2,1,1,2,5,3,0,20,0,0,2,0,0,0,7,0,0,3,0,11,6,18,1,46,10,True,103
1,4,3,3,2,2,0,3,1,0,16,0,0,1,1,1,0,7,0,0,3,6,11,0,18,2,40,3,True,86
3,2,3,3,3,0,1,10,2,0,25,0,0,1,1,3,1,6,0,0,2,16,10,7,13,0,53,7,True,120
0,4,5,3,2,0,0,8,2,1,42,0,0,1,1,2,0,8,0,0,2,0,16,0,18,0,37,3,True,84
2,3,4,2,2,0,1,2,3,0,31,0,0,1,0,1,1,6,0,0,1,15,16,2,17,0,60,10,True,129
2,5,3,2,2,0,2,9,3,0,29,0,0,1,1,2,0,9,0,0,1,13,12,3,18,0,51,5,True,116
2,3,4,2,2,0,2,0,3,0,10,0,0,1,0,0,1,7,1,0,2,13,6,15,16,0,65,15,True,129
2,3,2,3,2,1,2,11,2,1,17,0,0,1,0,2,2,6,0,0,2,12,5,11,17,1,51,5,True,118
3,0,4,3,2,1,0,2,3,1,36,0,0,1,0,0,1,0,0,0,3,20,18,0,-3,1,46,10,True,116
2,2,4,4,2,1,1,0,2,0,29,0,0,0,1,3,1,4,1,0,3,13,15,4,14,1,55,8,True,123
2,2,3,5,2,0,1,11,3,1,38,0,0,1,0,1,2,6,0,0,3,14,17,4,1,0,46,10,True,120
3,4,3,3,1,1,0,8,3,1,31,0,0,1,0,3,0,8,0,0,2,20,13,0,14,4,54,3,True,128
1,2,3,3,2,1,2,1,3,1,40,0,0,1,0,3,1,2,0,0,0,6,16,12,4,4,52,10,True,109
2,1,5,4,0,0,2,0,3,0,17,0,0,0,0,3,0,1,3,0,2,11,8,13,-1,0,46,15,True,106
4,2,3,3,2,0,1,7,3,0,20,0,0,1,0,1,1,3,1,0,2,27,9,6,12,0,67,13,True,156
3,2,4,2,3,1,0,11,3,0,28,0,0,1,1,2,2,2,0,0,1,20,15,0,3,1,49,10,True,119
2,2,4,2,2,3,0,0,3,0,4,0,0,1,0,0,1,3,2,0,2,11,8,0,18,5,57,15,True,110
5,3,2,3,1,1,0,9,3,0,16,0,0,1,0,1,0,6,0,0,4,32,5,0,17,1,60,5,True,137
3,2,4,2,2,0,1,9,3,1,24,0,0,1,0,0,1,4,0,0,1,21,12,5,14,0,57,5,True,131
1,3,6,3,1,0,0,8,1,1,45,0,0,0,0,3,1,5,0,0,0,6,25,0,16,0,50,3,True,107
1,2,4,3,1,1,0,7,3,0,41,0,0,1,0,0,0,5,1,0,3,6,16,0,13,1,49,13,True,110
2,3,3,2,3,1,1,8,3,1,25,0,0,1,1,1,1,4,0,0,2,11,11,6,18,4,53,3,True,120
2,3,4,2,1,2,1,11,3,0,31,0,0,1,0,0,1,7,0,0,2,15,10,4,10,2,51,10,True,120
3,2,3,4,2,0,1,2,3,0,26,0,0,0,1,1,1,4,2,0,3,19,12,7,15,0,63,10,True,143
2,3,5,2,2,0,2,1,2,1,18,0,0,1,0,1,1,6,0,0,2,13,8,11,17,1,53,3,True,124
4,1,3,3,1,0,1,13,3,0,6,0,0,1,1,3,0,2,0,0,2,26,5,3,5,0,42,3,True,118
3,3,4,2,2,0,1,13,3,0,32,0,0,1,1,0,1,5,0,0,1,19,12,5,15,0,54,3,True,133
3,2,3,3,3,0,1,8,3,1,43,0,0,1,1,3,1,4,0,0,1,21,17,7,14,1,63,3,True,144
2,2,2,4,3,1,0,1,3,1,34,0,0,1,1,2,1,4,1,0,3,15,14,0,9,4,52,10,True,117
2,2,3,4,1,1,1,6,3,0,42,0,0,0,1,0,1,5,2,0,3,11,17,2,16,1,57,10,True,122
2,4,3,2,2,1,0,12,3,0,10,0,0,2,0,0,1,8,2,0,2,14,5,0,12,1,39,7,True,110
2,1,4,2,2,2,2,0,3,0,22,0,0,1,1,2,0,1,1,0,1,15,11,14,6,2,63,15,True,131
1,4,3,1,2,1,1,1,3,1,14,0,0,1,0,0,1,6,0,0,0,6,7,4,18,4,49,10,True,103
4,1,4,4,2,0,0,7,3,1,31,0,0,1,0,3,1,1,1,0,0,26,17,0,12,0,68,13,True,144
3,2,4,3,1,1,1,13,3,0,19,0,0,1,1,1,0,4,0,0,2,20,9,6,18,1,57,3,True,131
4,1,3,3,3,0,1,2,3,0,39,0,0,1,1,2,1,1,2,0,3,27,13,7,-2,0,55,10,True,139
3,0,5,1,2,0,2,8,3,1,15,0,0,0,1,0,1,0,0,0,2,21,5,8,-5,1,33,3,False,102
3,2,3,2,2,2,0,11,3,0,28,0,0,1,0,2,2,3,0,0,2,19,11,0,18,4,62,10,True,125
3,2,5,2,2,0,1,0,3,0,16,0,0,1,1,0,0,4,1,0,2,19,7,5,14,0,60,15,True,136
5,2,4,2,1,1,0,12,3,1,24,0,0,2,0,0,0,3,0,0,1,32,11,0,11,1,62,7,True,144
3,3,4,2,2,1,0,5,3,2,13,0,0,2,0,1,1,6,0,0,0,21,9,0,14,1,55,10,True,118
2,2,3,3,3,0,2,13,3,0,28,0,0,1,2,2,1,4,0,0,3,14,9,15,5,0,46,3,True,131
1,2,5,1,2,1,1,0,3,0,31,0,0,1,0,2,1,5,1,0,0,6,15,4,15,1,56,15,True,110
2,1,3,3,2,0,0,0,3,0,32,0,0,1,1,0,0,1,1,0,3,11,16,0,-1,0,41,15,True,103
4,2,3,3,3,1,0,10,2,0,37,0,0,1,1,2,1,6,0,0,3,27,15,0,17,1,67,7,True,140
0,3,0,4,2,3,0,6,0,0,45,0,0,1,2,3,0,4,0,0,3,0,15,0,18,5,38,0,True,72
3,3,2,2,3,0,2,6,3,0,36,0,0,1,2,0,1,5,0,0,0,20,15,13,18,0,76,10,True,145
1,1,4,4,1,1,0,6,3,0,34,0,0,0,2,3,0,1,0,0,2,6,19,0,8,1,44,10,True,95
1,1,3,4,2,2,0,5,3,0,38,0,0,2,1,1,0,3,1,0,3,6,19,0,8,2,45,10,True,102
2,2,7,0,3,1,0,0,3,0,16,0,0,1,1,0,1,3,1,0,0,15,15,0,12,1,58,15,True,122
2,0,1,5,3,2,1,6,0,0,33,0,0,1,2,1,1,0,3,0,3,12,11,9,-1,4,35,0,True,86
2,2,6,2,1,0,1,10,2,0,23,0,0,1,0,2,0,5,0,0,2,12,11,4,11,0,45,7,True,112
3,2,2,3,2,2,1,13,3,0,10,0,0,1,2,1,0,5,1,0,0,21,3,6,12,2,47,3,True,126
2,2,3,3,3,1,1,4,3,0,47,0,0,1,1,0,2,4,2,0,2,12,18,7,6,1,54,10,True,124
2,2,5,1,3,2,1,10,2,0,22,0,0,1,1,1,1,5,0,0,2,15,13,4,17,4,60,7,True,123
3,1,3,3,2,1,3,9,3,0,26,0,0,1,1,1,0,1,0,0,4,18,11,16,-1,1,50,5,True,117
1,5,3,4,2,0,1,6,0,0,57,0,0,1,1,0,1,11,2,0,3,6,22,7,18,0,53,0,True,101
4,2,4,2,2,0,0,6,3,0,27,0,0,1,1,1,1,5,0,0,1,27,13,0,8,0,58,10,True,131
2,2,3,3,1,1,1,6,3,0,27,0,0,1,1,1,0,4,2,0,2,11,12,4,14,1,52,10,True,112
4,2,3,3,2,1,0,12,3,0,36,0,0,2,1,2,0,4,0,0,1,27,15,0,16,1,66,7,True,139
2,3,2,4,1,0,0,1,2,1,29,0,0,1,0,3,0,4,0,0,3,11,9,0,12,1,36,3,True,98
3,1,5,3,3,3,0,11,0,0,9,0,0,1,1,2,2,1,0,0,3,20,11,0,-3,10,38,0,False,99
3,3,3,2,2,0,1,5,3,0,24,0,0,2,0,1,1,5,2,0,0,21,10,5,7,0,53,10,True,126
2,1,4,5,2,0,1,5,3,0,44,0,0,2,0,1,1,3,2,0,3,15,21,7,9,0,62,10,True,135
3,3,5,2,1,0,0,9,3,0,22,0,0,1,0,1,0,5,0,0,3,21,12,0,10,0,48,5,True,126
3,2,3,2,3,0,2,0,3,0,34,0,0,1,1,0,1,2,1,0,2,20,14,13,2,0,64,15,True,145
3,2,3,2,3,0,2,1,3,1,24,0,0,1,1,0,1,3,2,0,1,19,11,12,11,1,64,10,True,140
1,2,4,3,1,2,2,9,3,1,30,0,0,1,0,2,0,4,0,0,3,5,13,8,8,2,41,5,True,95
4,4,5,0,2,1,0,1,2,1,8,0,0,1,0,0,1,7,0,0,0,26,7,0,18,4,58,3,True,125
3,4,2,3,1,0,2,2,3,0,21,0,0,0,1,1,0,8,1,0,2,18,7,12,18,0,65,10,True,135
2,1,2,3,2,0,1,11,2,0,51,0,0,1,0,1,2,2,1,0,2,12,17,6,7,0,47,5,True,101
3,2,1,3,3,0,1,8,3,1,30,0,0,1,1,0,1,3,2,0,0,20,13,3,12,1,52,3,True,120
2,2,3,4,2,0,2,2,3,0,27,0,0,1,1,2,0,4,2,0,2,14,13,13,9,0,59,10,True,137
